Feature1,Feature2,Feature3,Target
3.745401188473625,0.628583713734685,19.26094938462863,41.612654269352255
9.50714306409916,12.728208225275608,2.524198949851465,54.50614232959681
7.319939418114051,6.287119621526534,4.848861422838413,52.527070078279465
5.986584841970366,10.171413823294056,26.956625655812378,81.90711576780784
1.5601864044243652,18.15132947852186,18.1928717897877,58.14681292171033
1.5599452033620265,4.985844582977499,0.27591154849888944,15.997663672636552
0.5808361216819946,8.207658460712594,3.044146285980963,19.415112391600676
8.661761457749352,15.111022770860973,19.905053073241675,90.32707619881363
6.011150117432088,4.575963309832449,0.1518475153865606,23.450544552877503
7.080725777960454,1.5395981965758598,4.82424154252496,30.984053833486026
0.20584494295802447,5.795029058275361,16.462013680997583,39.425549861823455
9.699098521619943,3.2244257450800884,20.756855930780798,71.01020692204182
8.324426408004218,18.59395304685146,19.558837785078016,85.49795996005372
2.1233911067827616,16.16240759128834,6.728079283816793,47.114601249445414
1.8182496720710062,12.66807513020847,21.365376640426074,60.46423768146428
1.8340450985343382,17.429211803754356,7.117472624904002,47.770121677599164
3.0424224295953772,16.07344153798229,9.76199094477803,64.74440798332324
5.247564316322379,3.7314011777207168,22.394742153540726,58.82251708952443
4.319450186421157,17.851179969799556,19.48898697141644,71.58977118431203
2.9122914019804194,10.786844838313014,25.47670231482534,73.11492709007918
6.118528947223795,16.14880310328125,19.7283867690103,90.8565541868125
1.3949386065204183,17.921825998469863,17.049258100064147,70.76468126935293
2.9214464853521815,6.3600694994372775,2.8102430348427743,18.102993177425198
3.663618432936917,2.201038490553535,11.031474091783005,29.518973053261075
4.56069984217036,4.558703250838834,7.9560710304517634,41.068168319799504
7.851759613930136,8.542155772525126,7.319689301372508,48.08077701080552
1.9967378215835974,16.36029531844986,29.190316642573368,84.71537620624171
5.142344384136116,17.214611665126867,11.792931740002812,71.41882435981299
5.924145688620425,0.13904261062381407,26.761396655313398,53.55796491218858
0.46450412719997725,10.214946051551316,18.934158779917887,49.927015874270396
6.075448519014383,8.34822006297558,23.844339106249453,54.48295764202314
1.7052412368729153,4.442156209414605,15.079112793155764,31.496767112510152
0.6505159298527952,2.397307346673656,17.307116538790773,31.443996534126057
9.488855372533333,6.752303428072559,14.775530814565917,57.89555328576974
9.656320330745594,18.858194078250385,5.857289633941335,83.63334011930773
8.08397348116461,6.464058640415105,21.67356345784516,62.539676021288614
3.0461376917337066,10.375812434867322,8.423170873225674,40.32457182128936
0.9767211400638387,14.060379177903556,0.7294789929436152,32.79884315184451
6.842330265121569,7.27259204758588,19.364168877215036,71.3247946516896
4.4015249373960135,19.435641654419214,5.313320382211469,52.866527938446474
1.2203823484477883,19.248945898842223,28.21375753058743,90.29549389968376
4.951769101112702,5.035645916507283,28.61785731007762,67.90455040656704
0.34388521115218396,9.94497011784771,27.445931706613457,57.182950173832396
9.093204020787821,6.017566196335393,11.104761007663331,58.282403337845594
2.587799816000169,5.696809887549352,0.46369849586602285,20.847865444765596
6.62522284353982,0.7377389470906559,27.849556877631763,60.12439735545445
3.1171107608941098,12.191286679597937,12.84552444951943,53.35120274110744
5.200680211778108,10.05358046457723,28.999644571310085,77.28210043714512
5.4671027934327965,1.029575024999787,28.908599312677584,62.39094412557058
1.8485445552552704,5.572929284732229,25.590283664020802,58.387571103866705
9.695846277645586,18.165317719333075,8.833466762087571,86.59845849546102
7.7513282336111455,4.791237813339448,11.552931858057757,43.976780620464716
9.394989415641891,2.897897441824462,25.534100145505708,82.94708022211451
8.948273504276488,9.78905520555126,9.50766015468833,50.92398215835197
5.978999788110851,19.713009082212015,5.084782400582775,64.23126565445283
9.218742350231167,4.841105430230009,16.704037873750504,65.33608075420216
0.884925020519195,13.442710948117572,28.08464322482343,73.07212113370305
1.959828624191452,15.23239230657435,20.88089390024919,64.55211373699387
0.45227288910538066,4.752750879847993,17.101835102680948,35.474461829247176
3.2533033076326436,14.564326972237192,2.9152948131230563,40.796501413762726
3.8867728968948203,7.355662654385064,18.45021680097509,51.10014541619618
2.713490317738959,12.646116611871589,29.701615503127897,82.23313791675703
